Gender,Age,Height_cm,Weight_kg,Duration_min,Heart_Rate_bpm,Body_Temp_C,Calories_Burned
Female,52,185.05818287639656,40.5244944305598,46,93,37.04109282616179,57.0
Male,59,183.30183086306215,79.99518070674387,75,147,36.89127904719032,188.0
Male,51,183.26968531056676,40.0,26,132,37.64799536332494,132.0
Female,47,172.32360277683867,55.272483863577136,49,163,37.486656509352734,113.0
Male,30,179.13594791779198,69.29852154734516,47,113,36.63949784441451,176.0
Female,30,158.5922059131411,64.1787547538117,94,155,38.20765547620981,143.0
Female,35,170.0680309839277,72.78290244679323,70,176,37.29264148080818,141.0
Female,49,174.51632701649595,91.69305211152745,18,103,37.755339959679524,91.0
Female,49,159.2510094269088,78.57721217045896,86,99,38.30259162566657,134.0
Female,52,172.0991208964187,62.41019397330811,84,148,37.62380218813968,109.0
Female,56,186.86639185804344,95.31661609176413,70,109,38.13664603293355,153.0
Female,63,175.58769784560627,53.56714145183713,89,167,37.06847297682751,134.0
Female,69,179.1754520666412,78.32825263158149,25,86,38.210492676915024,115.0
Female,46,145.4759307656774,51.89871037482443,11,115,37.08706775200844,76.0
Female,66,185.57968849152925,78.78476858595809,115,117,37.21442925618591,152.0
Female,46,168.1387765224783,70.22058894161104,117,159,36.77266729450623,150.0
Male,61,162.3131368592996,91.23356867289552,81,131,37.63421227745797,190.0
Male,33,168.2536214819007,85.81034206791344,52,94,37.815463757171464,156.0
Female,61,155.14977841719102,66.19291002012505,51,125,37.88340419269676,89.0
Female,64,180.4794206175214,63.31590538775638,86,102,36.784206870142306,113.0
Female,27,166.64604277226206,70.27354900451836,66,91,37.68748812323152,111.0
Female,47,162.6136918797393,103.1335719005151,90,172,37.705991184004354,159.0
Female,42,168.31944934311636,99.2860272166212,112,123,37.80738585478797,155.0
Female,56,181.1801565457614,60.47597721947024,97,94,37.11363560671575,114.0
Female,37,171.31458400781221,87.00338007002023,76,172,36.2473481345779,141.0
Female,22,155.90306230466533,49.02852856654101,39,128,37.85323945200169,96.0
Male,18,174.64980829741083,68.28986308413953,22,100,37.42708518254853,131.0
Female,47,160.71020045677375,61.08653470706312,28,94,37.640120552854846,84.0
Male,66,148.43898968625183,91.03919186358661,16,93,37.45269648160509,134.0
Female,20,184.96007212717177,55.63923720317382,18,121,37.61725112351344,74.0
Female,62,174.5722987482769,81.44025353133708,92,159,37.86855964709463,123.0
Male,31,169.21729336196586,75.01065182348945,118,94,36.5714891452288,189.0
Female,47,166.543904853033,72.36826755405734,63,142,38.07051013811964,137.0
Male,67,183.97079500733315,100.07374426116597,113,147,37.40892875216479,231.0
Female,21,200.87155150198404,101.39545788501466,95,106,38.313537134238,159.0
Female,35,174.48780518566517,72.83410772320543,91,166,37.27027229230741,127.0
Male,54,159.70365317672125,69.81125549100008,70,172,37.159201093706294,190.0
Female,42,168.45534481132023,52.39690021795249,96,132,37.42583029610454,123.0
Male,65,174.3057267209405,74.93611519141184,11,131,37.74999352046592,138.0
Female,18,146.50471693008134,104.29954883618987,59,142,37.36282372416848,164.0
Male,63,173.34499201778118,73.06896990708115,84,152,37.78625664381276,190.0
Male,32,174.3642512949308,85.93138924715669,40,132,37.306437047470226,192.0
Female,26,183.2634219798722,54.03754014121104,42,136,37.517446109005554,86.0
Female,32,182.22123302373055,68.47837605399597,87,131,38.618276474522354,118.0
Male,66,171.11172160289536,81.93697958703976,89,122,37.67863343176628,172.0
Female,41,185.14636906580358,76.58793597072079,20,86,37.718748113462986,86.0
Female,21,190.35678319038755,87.37001001615843,42,121,36.76371500640551,139.0
Female,29,170.2795145524446,65.95992173162004,16,83,38.1771437616725,74.0
Male,54,174.1818707846775,48.75017176764502,40,148,38.033232542661636,137.0
Male,54,152.32702646889425,91.83135345483406,57,84,37.142775445354104,171.0
Male,60,155.49026737558913,60.95776066093637,119,154,38.02336296718587,201.0
Male,23,161.6180368599048,82.59906041252975,56,171,37.664900613670014,168.0
Male,56,165.56381695482946,81.76285299732623,87,159,37.523207949303284,206.0
Male,63,159.03876975261932,50.04370207452012,101,120,38.1454778231375,157.0
Male,41,169.64004588022758,90.73688125860038,62,173,37.24385071346464,196.0
Male,28,165.8629083232538,66.50149208206547,116,83,37.13882247216007,195.0
Male,30,180.70895231339614,75.82581932980442,89,81,37.6037816601685,171.0
Female,51,165.25226354516292,69.62726154051666,28,146,37.76411440726881,88.0
Male,42,147.13282051784506,99.33887253349363,90,100,37.98315794334692,181.0
Female,24,171.2575117253542,95.15235312276094,99,149,37.4245235241267,165.0
Female,69,169.8580197558866,47.81498124343916,15,122,37.07511444170468,65.0
Female,21,161.37950118595506,108.88240682862283,116,161,38.764283858982466,190.0
Male,25,170.94999883497036,64.82539901227206,58,148,36.95670271948052,166.0
Male,37,159.24735411773665,106.53655015472756,82,88,37.527559061644766,208.0
Male,46,173.29839953623343,71.15685641790023,59,163,37.889852762273804,176.0
Male,68,196.32924436929852,69.88624940862097,90,107,38.07556130751892,152.0
Female,62,151.94394527093235,71.29008400383266,104,105,37.21641991062614,136.0
Male,63,164.8375791299084,68.98815532530764,21,161,36.56254115279615,170.0
Male,27,163.23494878550864,112.86594806734833,32,162,37.204867413268666,201.0
Male,60,165.66740116512457,73.85455201019049,63,82,37.93066125510694,156.0
Male,51,180.19924579596974,70.46555351191965,78,152,37.81874824074762,173.0
Male,43,175.42826559319025,76.15516136239417,116,179,37.83506117944404,212.0
Female,58,178.48766502606424,60.489972046129424,109,174,37.85583204303719,149.0
Male,66,170.30495504753597,98.95680801435375,68,128,38.170042116340255,200.0
Female,20,156.77900680055143,52.93378746460303,45,96,37.1120557773526,94.0
Male,23,158.85314638740022,65.78987089392892,12,142,36.9010510021362,165.0
Female,22,177.46259707466592,89.04990464770188,67,134,37.685240122631875,142.0
Male,22,171.70831898413297,75.63528196151148,97,102,36.97573765521591,174.0
Male,64,182.6020740607884,83.2382277375007,64,113,36.8695423252575,159.0
Female,40,172.93262103246798,97.99746175028145,66,148,38.11197995495357,160.0
Female,66,158.16985006667875,90.0570232249872,26,94,37.62517990853791,110.0
Female,26,164.78098185816845,77.06214517711717,48,126,37.514246574522545,102.0
Male,52,175.6481414968293,106.34013974777697,99,82,37.52463699838266,197.0
Female,37,177.10332496238627,65.5749577680565,77,162,37.44693049508767,130.0
Male,66,178.55108632154688,73.49535538511171,64,107,38.108620322663285,152.0
Male,59,159.51475886794807,74.5433950274585,54,82,36.74269204740211,135.0
Female,52,157.98969833923076,73.4636735097453,85,83,36.72198820939979,108.0
Female,67,168.1019748025258,58.9618401455826,10,167,37.031809240706046,79.0
Male,35,184.40073516533454,51.24525262259253,30,110,37.64458082386997,118.0
Male,34,163.0613167919198,81.2580236156879,92,124,38.40267186993925,200.0
Female,41,174.54971890600973,65.49789321674014,30,138,37.93454199575264,103.0
Female,20,174.55061138938964,103.6171318347192,61,124,37.796221357112046,142.0
Female,49,177.60772749670613,73.9118651514714,91,154,37.460066534357736,120.0
Male,52,186.6444025394821,71.22766113762765,52,116,36.83373504300204,154.0
Male,55,185.61906424766107,91.41509679603982,61,144,37.75749491204358,191.0
Male,30,164.05394166160494,81.03288956171582,76,88,38.512983532917566,166.0
Male,64,149.02104558691326,72.36723858319426,53,96,37.37997117224574,139.0
Male,42,163.21470664635257,65.38902378353335,41,144,37.21966331762303,156.0
Male,26,170.75672294047234,129.8655270599861,19,82,37.38237840180485,186.0
Female,21,166.38354722314344,80.42678643392608,73,105,37.79987556924621,108.0
Male,31,189.67898942928136,91.26644366076594,113,132,37.555865092625965,226.0
Male,54,170.18780304316448,59.655817196497566,88,110,37.95500705555736,151.0
Male,51,176.53711880256193,66.33021920364487,78,105,37.48327456287509,159.0
Female,28,172.17214309647343,106.68518832435433,77,102,37.37949418517711,161.0
Male,58,166.53366816509177,95.95396409033452,37,109,37.614502989977126,168.0
Male,20,150.75188322037334,81.86433155599924,62,89,37.230173911584664,180.0
Female,45,169.21382361458515,69.27643662304465,60,151,38.37038247072232,137.0
Male,46,202.54647293154127,71.48946342065136,62,168,37.91155719905831,165.0
Male,26,157.55541600162167,64.85833897115806,13,143,36.95015070629717,155.0
Male,20,151.85126955625776,57.64726004792038,88,101,37.127120414232934,180.0
Male,42,189.3638930256891,88.85766276391522,26,94,37.78266850258305,150.0
Male,51,177.42082969869335,83.08246834188088,117,135,37.59165877299821,202.0
Female,29,171.87419880523436,86.0411822451341,76,153,37.651255854674034,128.0
Female,59,183.62673862367058,69.94653018056604,83,99,37.40393626469193,123.0
Female,26,161.68498057043902,78.83458462699745,56,126,37.72758651826272,98.0
Male,32,168.93405239085348,68.51934352538798,115,166,37.41569706574815,215.0
Male,57,179.55154116900823,64.09037905844541,65,132,37.7816897717048,148.0
Male,42,191.10354367820395,100.00593654213264,32,132,37.88651411562545,191.0
Female,22,158.3145568534339,76.82260945261115,27,80,38.30337016831908,99.0
Male,28,182.80734458560394,82.61181507429811,10,81,37.24265037852702,150.0
Male,51,173.81839060840983,87.53631020786251,44,137,37.49444068408723,165.0
Female,41,171.63061067429416,77.01061329349535,73,98,36.89050929455192,106.0
Male,32,169.92270777745262,78.60949116037732,67,141,38.413130708519546,165.0
Female,55,156.15353379305395,58.70062234569439,104,157,36.51225602139808,146.0
Female,25,179.63088998213033,61.55827457345122,68,151,38.34143469426591,130.0
Female,22,162.17730979673672,60.782778673073295,117,91,37.54673479114557,137.0
Male,65,159.20309297497653,84.08187625230804,10,105,37.70921396524332,144.0
Male,43,178.85458958900338,76.06335979233097,12,106,37.417165453135176,145.0
Male,35,177.89134025146677,61.559526543516185,76,108,37.515550329056644,160.0
Male,23,170.79000083611064,83.7014826245281,46,94,37.79404229987225,167.0
Male,54,180.7954362081164,83.15184691431159,92,125,36.68167626908937,181.0
Male,65,184.25936581479115,64.57551013050953,38,80,37.173936881453045,128.0
Male,30,183.0822407782554,74.5825868305609,98,139,37.07747135809567,225.0
Female,45,164.7172102659802,83.20712512590715,42,171,37.72370239176791,130.0
Male,22,180.14104931279712,62.12466968820865,109,136,37.50218309920193,171.0
Female,30,172.11640977508648,83.49340147343926,70,82,37.809047920214404,116.0
Male,34,187.25907770352376,79.51535406245343,102,97,37.582387502090675,176.0
Male,67,168.76271663732828,60.012004417484604,99,131,38.029294417908,175.0
Male,57,166.4352836263167,78.29695102497153,13,139,37.12986285449562,141.0
Female,62,163.86203123157122,80.48472879983856,23,113,37.52907788992512,95.0
Female,49,171.89287894235557,65.60998310791801,100,175,38.05468170700126,138.0
Female,46,174.66725467592104,66.79074525200686,42,172,37.95466302401034,119.0
Female,68,174.85962282927272,59.87370103603215,31,168,36.76017772177496,94.0
Male,20,173.49172540311858,68.2650154631416,57,139,36.98944460550764,174.0
Female,57,176.71037012679807,74.81876984344278,12,105,37.45910453064761,105.0
Male,51,167.774581640856,66.83216761958519,96,151,37.38258166362936,175.0
Male,57,161.27484684408128,52.72668152634169,94,98,37.467286635724044,164.0
Female,44,160.40172003086352,64.6711796304506,114,101,37.898095150125926,106.0
Female,30,179.75051095303468,68.74061839781997,32,172,37.64469150250103,114.0
Female,62,174.7032231052829,87.25258064448377,77,112,37.673845451509614,132.0
Female,50,151.44162229049675,83.92147372165395,30,117,37.835306784301714,100.0
Female,23,180.9675342679994,87.54331618312503,110,114,38.03708710257278,137.0
Female,41,188.80435146402655,63.91471654501548,52,146,36.0,112.0
Female,36,162.84083149241468,77.12326168619015,104,162,37.306686775880976,170.0
Female,33,173.3616004627604,40.0,94,89,37.05851610637015,98.0
Male,57,165.2654190636764,81.43380597271482,35,170,37.73765806794743,178.0
Female,45,176.28306925471168,84.16346510851196,50,94,37.268948022207674,123.0
Female,50,158.33991110924774,69.72562248208614,108,90,37.53793080845756,151.0
Male,65,169.2855434290122,79.43144717582672,47,169,37.926071538201256,164.0
Female,58,179.8131412799878,52.276135869449206,97,103,37.19850703061092,100.0
Male,30,182.35711739298839,62.98399514400264,20,156,37.68140783635611,148.0
Male,60,174.26495818919688,86.48173857648413,114,175,38.276913911580216,223.0
Female,62,166.60954696790262,82.66879917809362,38,83,37.91580772993579,74.0
Male,42,154.07398915656393,68.82218233432849,69,92,36.70711132166001,165.0
Male,59,162.4245028876072,87.17043476107065,76,152,37.35412664936195,193.0
Male,53,165.30726595245218,77.07447175199866,74,136,37.6779081676385,174.0
Male,44,163.02266216698385,67.4366855411676,70,177,37.77639192811097,188.0
Female,55,170.59552968313616,72.2575903409506,28,116,37.373825480856375,105.0
Male,24,166.58112263828716,68.16873463032697,55,127,37.18010555450523,176.0
Female,22,171.72121372335442,57.243360737722085,58,150,37.533881467424486,116.0
Male,60,182.02627301047664,93.85028708853152,31,80,36.95655764805253,156.0
Male,62,165.9353777877064,66.47963350061113,87,139,38.04986713302226,179.0
Male,68,156.17133022745776,62.51458928554633,66,91,38.43434048697409,159.0
Male,48,162.98292401875125,52.05977519229962,23,100,37.697346984225064,127.0
Female,40,175.83588469973273,40.0,53,90,37.383780723235446,84.0
Female,59,176.77943784952674,85.5224530217848,25,123,37.970450499956826,115.0
Male,27,174.06085197016233,86.90413030554318,106,137,37.885964612179336,228.0
Male,49,183.00737305888015,92.89557876892061,86,123,37.36222962694729,189.0
Female,60,168.13636930123013,72.76441025744727,111,157,37.476078215325124,165.0
Male,47,190.52166148009323,70.17011209059608,21,177,37.195232830435955,185.0
Male,56,178.18187136105908,67.38415330045288,64,113,37.58234241246799,153.0
Male,48,144.76512529792123,68.75163555242696,60,104,37.64945457002263,154.0
Female,35,188.00658629963567,91.7968552611028,111,83,37.10993367286465,143.0
Female,53,162.33013389864277,74.60227126906562,48,143,36.962661829186054,123.0
Female,19,159.6589881054307,80.67106194002105,42,169,36.836992293982966,114.0
Male,31,175.23771109832893,68.36989752059395,42,95,37.70826733130602,143.0
Male,30,152.61819527663457,94.8127185933106,38,89,37.49425871518995,163.0
Female,46,163.04530768678387,46.42891680847891,78,145,37.458212926572585,107.0
Female,29,185.57098540624207,56.692137379229315,79,114,37.73226296117217,110.0
Female,56,175.56217578997502,80.69565786351836,40,162,37.04951901215581,117.0
Female,19,178.1223978093922,101.25916126846403,89,85,36.9648736324144,155.0
Male,49,163.43089399502526,71.62349700361844,40,98,37.62054095948443,152.0
Female,30,154.61630001031898,62.36443791408985,98,138,36.63566052020972,151.0
Male,63,177.06817429313733,90.00994057737516,55,132,37.370507734532886,184.0
Female,44,179.3025615624195,79.85547663022349,106,87,38.73322318628894,123.0
Male,66,178.8499338608111,94.35320717991365,86,157,36.82573126857374,201.0
Female,58,172.09069230117865,55.64473372883487,61,89,37.285128820034636,87.0
Female,34,160.3293175652793,93.17502729016388,19,146,36.43855359815512,124.0
Female,57,194.3776958805973,51.77313814847592,97,117,37.38313597088893,125.0
Female,48,174.79787442984176,70.67741780767699,83,108,38.48326821413266,123.0
Male,51,168.2611335841083,81.1917412923589,50,94,37.7334587183952,160.0
Female,41,168.3055076251663,77.7902006729864,104,166,37.193110345439514,156.0
Male,62,171.49597478073554,90.90888503973551,86,102,38.59070532263555,192.0
Male,52,180.69608262157982,47.60009974486165,12,161,36.6288236952408,126.0
Male,65,171.89628123305454,77.11511219548555,68,125,37.72697157987851,156.0
Male,23,178.58513153447498,92.99463049175921,61,162,37.53245639354647,205.0
Female,36,171.51397687893208,75.88941340608145,43,107,37.37648765954479,111.0
Male,47,168.8764610852962,57.86490480349946,58,105,37.90354573686442,161.0
Male,24,176.4125039332839,90.1126109223998,37,89,36.90901029586235,138.0
Male,27,176.03286033673797,65.27534594784457,92,126,37.65631131693616,180.0
Female,58,168.30365880904844,62.63515481905682,96,83,37.592829161382255,112.0
Female,49,162.5079304228574,60.7479637067474,118,134,37.06449366844314,123.0
Female,51,173.41728914740435,72.01972330576557,105,145,38.47499779020866,143.0
Female,45,170.78348668962593,77.74590330559306,22,146,37.40908136831918,120.0
Male,32,164.45128287229244,55.963499179453805,106,86,37.43067481390265,188.0
Male,47,161.57599517463203,59.04531184905084,107,134,36.98616141235213,191.0
Female,54,174.10475843894457,64.58275686206673,106,159,37.41832977444181,138.0
Male,46,175.50095057027696,60.675170281700396,78,110,38.667377303409495,174.0
Male,39,166.3996788534514,75.55137339824145,76,153,37.37364407001421,196.0
Male,21,164.20062964087074,80.4183239460132,70,98,37.75935097150682,170.0
Female,37,161.69744810962808,78.3581071539989,69,107,37.975273865996755,116.0
Female,49,173.8225493914492,78.37997833121703,80,160,37.409298844429955,139.0
Male,53,161.96022926359262,100.06487572932916,33,107,37.2952048488581,158.0
Female,67,192.4113456902073,81.35525399440732,72,98,37.736131940613085,114.0
Female,21,165.89718564029002,86.75946371833871,95,166,37.3793708155578,167.0
Female,44,145.747857221274,68.78076375334541,118,99,37.33407746360687,145.0
Female,34,169.69828333370864,89.16009213992237,70,92,37.96994494712973,123.0
Female,29,169.26966520181196,68.06471214310017,32,156,37.465288456543476,125.0
Male,39,181.1171856752419,81.17172491382885,39,122,38.10661991913237,170.0
Female,34,172.88126236727703,54.429496977264265,69,90,37.45403665587844,105.0
Male,27,161.66164816560197,77.49351197982183,27,127,36.84140222082365,149.0
Male,18,167.13608126503223,60.369296472459936,105,94,36.0,193.0
Female,39,173.2741977165099,89.04053481725862,65,96,36.58092577657366,130.0
Male,43,148.3528574968959,88.13814692998177,62,133,36.66701976686787,179.0
Male,35,183.38621734390452,68.00058918661361,16,129,37.63326896541395,139.0
Male,67,161.68830114195336,105.7436239293681,106,107,37.01433365339293,203.0
Female,31,184.17043820947617,70.71182555709788,78,162,36.51293431196792,128.0
Female,64,173.9246514112659,50.819716489912096,101,83,37.43454715576253,113.0
Male,46,176.29594136393973,63.3132304445598,81,101,36.95908596643457,153.0
Female,29,181.4942343600127,59.337884664632234,88,165,37.73154956896198,138.0
Female,53,175.73132052692497,80.69403152679382,61,118,37.71913432363341,115.0
Female,52,176.7288621631745,56.46955459991321,13,113,37.77204314109159,82.0
Female,69,168.3558355953862,66.91178976290632,43,176,36.22085973635295,122.0
Male,29,173.72168681472095,79.71828255805156,78,123,37.52270456318994,177.0
Male,24,164.12502185028256,77.07968842067704,42,121,37.43929879996597,164.0
Female,46,166.56588900412032,74.81034281487331,78,119,36.889177860111104,111.0
Female,28,189.64695047968908,76.89000778566101,47,176,36.43128461873177,149.0
Male,50,161.9180641494958,69.44249853738518,107,91,37.44565753943129,187.0
Male,23,171.5431712663628,50.94371916500504,35,81,38.032058026878104,114.0
Female,64,171.13469036715478,69.04742668883033,10,107,36.20912119871236,71.0
Male,32,166.892455282192,82.03124676472929,13,153,37.083739563548,160.0
Female,49,175.1440093657044,72.94597517085893,48,165,37.56576755649308,122.0
Female,68,175.89722092741383,80.87232559695751,63,160,38.062459997096816,124.0
Male,28,160.74180816852422,66.19825455735771,99,169,37.34381424290934,186.0
Male,40,171.01356711546552,89.91504119816894,42,146,38.46550147401539,183.0
Female,43,159.17632661227643,40.0,42,150,36.60234673035989,107.0
Female,51,177.88548618317301,77.12160769385032,81,151,36.49153103918053,138.0
Male,63,171.76487310362626,95.23320520681918,29,163,38.008857524861845,174.0
Female,51,170.82329886717088,97.46547774062194,25,155,36.325187873986614,123.0
Male,46,176.59031348872404,71.52260746136287,30,178,37.730766168150325,155.0
Female,21,167.244897095316,55.10702766535674,54,160,37.35273378075309,108.0
Male,34,179.14021959218204,95.49709263515038,99,171,37.049499698780004,232.0
Male,52,160.51555127243864,74.22202249791658,96,89,37.286666395765565,153.0
Male,30,184.11876518894528,72.61545691095179,91,165,36.85546405318528,198.0
Female,58,164.49088817445147,61.60718038683404,71,136,37.340832972291864,114.0
Female,56,153.03820932304413,56.25168778712614,40,176,37.50870966717743,108.0
Male,32,166.7146509153727,83.45794753386531,51,165,37.29188901177693,193.0
Female,46,165.5803180274579,85.0480718213799,21,116,37.20753185890936,105.0
Male,46,166.63926013849962,78.02316002699132,74,156,37.62706849752028,182.0
Male,28,172.31648015483984,63.53931327609236,115,170,38.329785897897416,197.0
Female,69,180.97842360888274,59.02501762336276,82,143,37.3668982990088,130.0
Female,49,168.08294086102865,53.516270171701606,12,158,37.90999525250211,97.0
Male,19,163.08382430181098,66.5918223588304,99,165,37.01691150099733,227.0
Female,64,158.73453187716203,59.91219652876554,18,173,36.83295934958756,93.0
Female,31,165.31817208690956,49.36035457063432,115,119,37.72665769365701,120.0
Male,37,151.12175160749646,84.77017518529573,60,177,37.38323272820833,198.0
Male,39,162.74866906483638,55.214042077725495,25,139,38.064748670821544,145.0
Female,28,182.44053895862186,89.75884022146101,97,177,38.16271175784688,174.0
Male,44,161.76640795421577,80.91107565170195,87,127,37.91954242121374,196.0
Male,20,176.28715860800304,79.41511781427599,12,178,37.90867916520009,175.0
Female,34,157.7351791019151,99.97963569090138,107,98,36.0,167.0
Male,61,187.71095899310555,55.71296048903213,106,151,37.722261249783514,193.0
Male,45,188.3760673306471,88.10657994073193,33,112,37.9314399147325,174.0
Female,46,175.91021556559878,70.53536140467855,82,123,36.864108698919125,103.0
Female,38,189.9125260164352,113.56605234944311,22,171,37.50438625579489,148.0
Male,64,173.5579297492766,69.28808353291186,11,116,36.97863589282888,124.0
Male,33,177.68517114149557,66.86537495811572,80,168,38.01375529740044,198.0
Female,54,182.61933876731536,81.383036622859,30,115,37.02200096746175,81.0
Female,37,171.79718453098448,71.8663720168704,28,160,37.103568946531674,127.0
Female,23,154.4762253841494,63.623055565501964,98,167,37.267974916971994,137.0
Female,36,177.88963355234398,60.44584824096244,56,100,38.62470511095014,88.0
Male,22,165.28140405566538,96.87306732581105,31,81,38.0023361350381,166.0
Female,20,166.0247017904454,57.548075521500124,84,110,38.30630192945694,113.0
